"EVENTNAME","REGION","REGION2","x","y","DATE","YEAR","MONTH","period"
"1991447","LONG BAY","North","-79.108","33.352","10-31-1991","1991","10","historic"
"1991449","LONG BAY","North","-79.12","33.37","10-31-1991","1991","10","historic"
"1991451","LONG BAY","North","-79.1","33.418","10-31-1991","1991","10","historic"
"1991453","LONG BAY","North","-78.928","33.608","10-31-1991","1991","10","historic"
"1991455","LONG BAY","North","-77.968","33.782","11-01-1991","1991","11","historic"
"1991459","LONG BAY","North","-78.192","33.895","11-01-1991","1991","11","historic"
"1991461","LONG BAY","North","-78.285","33.887","11-01-1991","1991","11","historic"
"1991463","LONG BAY","North","-78.328","33.887","11-01-1991","1991","11","historic"
"1991469","LONG BAY","North","-78.553","33.818","11-02-1991","1991","11","historic"
"1991471","LONG BAY","North","-78.613","33.802","11-02-1991","1991","11","historic"
"1991473","LONG BAY","North","-78.64","33.79","11-02-1991","1991","11","historic"
"1991475","LONG BAY","North","-78.685","33.792","11-02-1991","1991","11","historic"
"1991479","GEORGIA","South","-80.75","31.968","11-12-1991","1991","11","historic"
"1991481","GEORGIA","South","-80.885","31.853","11-12-1991","1991","11","historic"
"1991483","GEORGIA","South","-81.053","31.592","11-12-1991","1991","11","historic"
"1991485","GEORGIA","South","-81.088","31.587","11-12-1991","1991","11","historic"
"1991487","GEORGIA","South","-81.08","31.465","11-12-1991","1991","11","historic"
"1991489","GEORGIA","South","-81.09","31.442","11-12-1991","1991","11","historic"
"1991491","GEORGIA","South","-81.145","31.388","11-12-1991","1991","11","historic"
"1991493","FLORIDA","South","-80.795","28.91","11-13-1991","1991","11","historic"
"1991495","FLORIDA","South","-80.807","28.923","11-13-1991","1991","11","historic"
"1991497","FLORIDA","South","-80.822","28.948","11-13-1991","1991","11","historic"
"1991499","FLORIDA","South","-80.863","29.01","11-13-1991","1991","11","historic"
"1991501","FLORIDA","South","-80.997","29.233","11-13-1991","1991","11","historic"
"1991503","FLORIDA","South","-81.068","29.38","11-13-1991","1991","11","historic"
"1991505","FLORIDA","South","-81.172","29.598","11-14-1991","1991","11","historic"
"1991507","FLORIDA","South","-81.237","29.758","11-14-1991","1991","11","historic"
"1991509","FLORIDA","South","-81.292","29.958","11-14-1991","1991","11","historic"
"1991511","FLORIDA","South","-81.382","30.33","11-14-1991","1991","11","historic"
"1991513","GEORGIA","South","-81.398","30.775","11-15-1991","1991","11","historic"
"1991515","GEORGIA","South","-81.41","30.763","11-15-1991","1991","11","historic"
"1991517","GEORGIA","South","-81.435","30.752","11-15-1991","1991","11","historic"
"1991519","GEORGIA","South","-81.31","30.883","11-15-1991","1991","11","historic"
"1991521","GEORGIA","South","-81.305","30.933","11-15-1991","1991","11","historic"
"1991523","GEORGIA","South","-81.233","31.215","11-15-1991","1991","11","historic"
"1991525","GEORGIA","South","-81.197","31.293","11-15-1991","1991","11","historic"
"1991527","SOUTH CAROLINA","South","-80.752","32.072","11-16-1991","1991","11","historic"
"1991529","SOUTH CAROLINA","South","-80.53","32.173","11-16-1991","1991","11","historic"
"1991531","SOUTH CAROLINA","South","-80.532","32.235","11-16-1991","1991","11","historic"
"1991533","SOUTH CAROLINA","South","-80.467","32.277","11-16-1991","1991","11","historic"
"1991535","SOUTH CAROLINA","South","-80.387","32.293","11-16-1991","1991","11","historic"
"1992001","SOUTH CAROLINA","South","-79.673","32.807","04-22-1992","1992","04","historic"
"1992003","SOUTH CAROLINA","South","-79.657","32.828","04-22-1992","1992","04","historic"
"1992005","LONG BAY","North","-77.968","33.782","04-23-1992","1992","04","historic"
"1992007","LONG BAY","North","-78.208","33.895","04-23-1992","1992","04","historic"
"1992009","LONG BAY","North","-78.285","33.887","04-23-1992","1992","04","historic"
"1992011","LONG BAY","North","-78.338","33.887","04-23-1992","1992","04","historic"
"1992013","LONG BAY","North","-78.555","33.817","04-23-1992","1992","04","historic"
"1992015","LONG BAY","North","-78.613","33.802","04-23-1992","1992","04","historic"
"1992017","LONG BAY","North","-78.64","33.79","04-24-1992","1992","04","historic"
"1992019","LONG BAY","North","-78.685","33.79","04-24-1992","1992","04","historic"
"1992021","LONG BAY","North","-78.928","33.61","04-24-1992","1992","04","historic"
"1992023","LONG BAY","North","-79.098","33.417","04-24-1992","1992","04","historic"
"1992025","LONG BAY","North","-79.118","33.385","04-24-1992","1992","04","historic"
"1992027","SOUTH CAROLINA","South","-79.513","32.887","04-27-1992","1992","04","historic"
"1992029","SOUTH CAROLINA","South","-79.437","32.912","04-27-1992","1992","04","historic"
"1992031","SOUTH CAROLINA","South","-79.387","32.947","04-27-1992","1992","04","historic"
"1992033","SOUTH CAROLINA","South","-79.268","32.983","04-27-1992","1992","04","historic"
"1992035","SOUTH CAROLINA","South","-79.102","33.048","04-27-1992","1992","04","historic"
"1992037","SOUTH CAROLINA","South","-79.147","33.057","04-27-1992","1992","04","historic"
"1992039","SOUTH CAROLINA","South","-79.157","33.067","04-27-1992","1992","04","historic"
"1992041","SOUTH CAROLINA","South","-79.15","33.135","04-27-1992","1992","04","historic"
"1992043","SOUTH CAROLINA","South","-79.137","33.22","04-27-1992","1992","04","historic"
"1992045","LONG BAY","North","-79.105","33.352","04-28-1992","1992","04","historic"
"1992047","LONG BAY","North","-79.12","33.343","04-28-1992","1992","04","historic"
"1992049","LONG BAY","North","-79.118","33.327","04-28-1992","1992","04","historic"
"1992051","LONG BAY","North","-79.12","33.32","04-28-1992","1992","04","historic"
"1992053","LONG BAY","North","-79.123","33.302","04-28-1992","1992","04","historic"
"1992055","SOUTH CAROLINA","South","-79.883","32.625","04-29-1992","1992","04","historic"
"1992057","SOUTH CAROLINA","South","-79.95","32.598","04-29-1992","1992","04","historic"
"1992059","SOUTH CAROLINA","South","-80.068","32.548","04-29-1992","1992","04","historic"
"1992063","SOUTH CAROLINA","South","-80.178","32.492","04-29-1992","1992","04","historic"
"1992065","SOUTH CAROLINA","South","-80.287","32.395","04-29-1992","1992","04","historic"
"1992071","SOUTH CAROLINA","South","-80.368","32.298","04-30-1992","1992","04","historic"
"1992073","SOUTH CAROLINA","South","-80.442","32.28","04-30-1992","1992","04","historic"
"1992075","SOUTH CAROLINA","South","-80.507","32.238","04-30-1992","1992","04","historic"
"1992077","SOUTH CAROLINA","South","-80.532","32.188","04-30-1992","1992","04","historic"
"1992079","SOUTH CAROLINA","South","-80.752","32.072","04-30-1992","1992","04","historic"
"1992081","GEORGIA","South","-80.748","31.97","04-30-1992","1992","04","historic"
"1992085","GEORGIA","South","-80.887","31.852","04-30-1992","1992","04","historic"
"1992097","ONSLOW BAY","North","-77.885","33.713","05-05-1992","1992","05","historic"
"1992099","ONSLOW BAY","North","-77.897","33.735","05-05-1992","1992","05","historic"
"1992101","ONSLOW BAY","North","-77.915","33.79","05-05-1992","1992","05","historic"
"1992103","ONSLOW BAY","North","-77.915","33.908","05-05-1992","1992","05","historic"
"1992105","ONSLOW BAY","North","-77.86","34.047","05-05-1992","1992","05","historic"
"1992107","ONSLOW BAY","North","-77.778","34.163","05-05-1992","1992","05","historic"
"1992109","GEORGIA","South","-81.29","31.057","05-12-1992","1992","05","historic"
"1992111","GEORGIA","South","-81.303","30.948","05-12-1992","1992","05","historic"
"1992113","GEORGIA","South","-81.315","30.925","05-12-1992","1992","05","historic"
"1992115","GEORGIA","South","-81.313","30.898","05-12-1992","1992","05","historic"
"1992117","GEORGIA","South","-81.383","30.787","05-12-1992","1992","05","historic"
"1992119","GEORGIA","South","-81.408","30.765","05-12-1992","1992","05","historic"
"1992121","GEORGIA","South","-81.435","30.752","05-12-1992","1992","05","historic"
"1992127","FLORIDA","South","-80.795","28.908","05-13-1992","1992","05","historic"
"1992129","FLORIDA","South","-80.807","28.923","05-13-1992","1992","05","historic"
"1992131","FLORIDA","South","-80.822","28.947","05-13-1992","1992","05","historic"
"1992133","FLORIDA","South","-80.863","29.01","05-13-1992","1992","05","historic"
"1992135","FLORIDA","South","-80.997","29.232","05-13-1992","1992","05","historic"
"1992141","FLORIDA","South","-81.068","29.38","05-13-1992","1992","05","historic"
"1992143","FLORIDA","South","-81.17","29.6","05-13-1992","1992","05","historic"
"1992147","FLORIDA","South","-81.237","29.758","05-14-1992","1992","05","historic"
"1992151","FLORIDA","South","-81.292","29.957","05-14-1992","1992","05","historic"
"1992159","FLORIDA","South","-81.383","30.33","05-16-1992","1992","05","historic"
"1992175","GEORGIA","South","-81.235","31.215","05-17-1992","1992","05","historic"
"1992177","GEORGIA","South","-81.202","31.308","05-17-1992","1992","05","historic"
"1992179","GEORGIA","South","-81.157","31.378","05-17-1992","1992","05","historic"
"1992181","GEORGIA","South","-81.105","31.432","05-17-1992","1992","05","historic"
"1992183","GEORGIA","South","-81.087","31.453","05-17-1992","1992","05","historic"
"1992185","GEORGIA","South","-81.072","31.567","05-18-1992","1992","05","historic"
"1992187","GEORGIA","South","-81.072","31.583","05-18-1992","1992","05","historic"
"1992195","RALEIGH BAY","North","-75.827","35.143","05-27-1992","1992","05","historic"
"1992197","RALEIGH BAY","North","-75.933","35.092","05-27-1992","1992","05","historic"
"1992199","RALEIGH BAY","North","-76.105","34.985","05-27-1992","1992","05","historic"
"1992203","ONSLOW BAY","North","-76.493","34.493","05-27-1992","1992","05","historic"
"1992205","ONSLOW BAY","North","-76.618","34.653","05-28-1992","1992","05","historic"
"1992207","ONSLOW BAY","North","-77.117","34.608","05-28-1992","1992","05","historic"
"1992209","ONSLOW BAY","North","-77.453","34.45","05-28-1992","1992","05","historic"
"1992211","ONSLOW BAY","North","-77.885","33.71","07-14-1992","1992","07","historic"
"1992213","ONSLOW BAY","North","-77.898","33.735","07-14-1992","1992","07","historic"
"1992215","ONSLOW BAY","North","-77.913","33.788","07-14-1992","1992","07","historic"
"1992217","ONSLOW BAY","North","-77.913","33.908","07-14-1992","1992","07","historic"
"1992219","ONSLOW BAY","North","-77.873","33.96","07-14-1992","1992","07","historic"
"1992221","ONSLOW BAY","North","-77.733","34.143","07-14-1992","1992","07","historic"
"1992223","ONSLOW BAY","North","-77.455","34.45","07-14-1992","1992","07","historic"
"1992225","RALEIGH BAY","North","-75.847","35.133","07-15-1992","1992","07","historic"
"1992227","RALEIGH BAY","North","-75.935","35.095","07-15-1992","1992","07","historic"
"1992229","RALEIGH BAY","North","-76.107","34.985","07-15-1992","1992","07","historic"
"1992233","ONSLOW BAY","North","-76.622","34.652","07-16-1992","1992","07","historic"
"1992235","ONSLOW BAY","North","-77.037","34.653","07-16-1992","1992","07","historic"
"1992237","ONSLOW BAY","North","-77.122","34.608","07-16-1992","1992","07","historic"
"1992239","SOUTH CAROLINA","South","-79.673","32.807","07-20-1992","1992","07","historic"
"1992241","SOUTH CAROLINA","South","-79.657","32.83","07-20-1992","1992","07","historic"
"1992243","SOUTH CAROLINA","South","-79.515","32.887","07-20-1992","1992","07","historic"
"1992245","SOUTH CAROLINA","South","-79.437","32.91","07-20-1992","1992","07","historic"
"1992247","SOUTH CAROLINA","South","-79.385","32.948","07-20-1992","1992","07","historic"
"1992249","LONG BAY","North","-77.955","33.767","07-21-1992","1992","07","historic"
"1992251","LONG BAY","North","-78.188","33.895","07-21-1992","1992","07","historic"
"1992253","LONG BAY","North","-78.287","33.888","07-21-1992","1992","07","historic"
"1992255","LONG BAY","North","-78.343","33.885","07-21-1992","1992","07","historic"
"1992257","LONG BAY","North","-78.555","33.818","07-21-1992","1992","07","historic"
"1992259","LONG BAY","North","-78.613","33.802","07-21-1992","1992","07","historic"
"1992261","LONG BAY","North","-78.638","33.79","07-21-1992","1992","07","historic"
"1992263","LONG BAY","North","-78.683","33.792","07-21-1992","1992","07","historic"
"1992265","LONG BAY","North","-78.93","33.608","07-22-1992","1992","07","historic"
"1992267","LONG BAY","North","-79.098","33.418","07-22-1992","1992","07","historic"
"1992269","LONG BAY","North","-79.117","33.385","07-22-1992","1992","07","historic"
"1992271","LONG BAY","North","-79.107","33.353","07-22-1992","1992","07","historic"
"1992273","LONG BAY","North","-79.12","33.345","07-22-1992","1992","07","historic"
"1992275","LONG BAY","North","-79.12","33.325","07-22-1992","1992","07","historic"
"1992277","LONG BAY","North","-79.12","33.32","07-22-1992","1992","07","historic"
"1992279","LONG BAY","North","-79.122","33.302","07-22-1992","1992","07","historic"
"1992281","SOUTH CAROLINA","South","-79.137","33.222","07-22-1992","1992","07","historic"
"1992283","SOUTH CAROLINA","South","-79.15","33.137","07-23-1992","1992","07","historic"
"1992285","SOUTH CAROLINA","South","-79.157","33.068","07-23-1992","1992","07","historic"
"1992287","SOUTH CAROLINA","South","-79.16","33.067","07-23-1992","1992","07","historic"
"1992289","SOUTH CAROLINA","South","-79.1","33.05","07-23-1992","1992","07","historic"
"1992291","SOUTH CAROLINA","South","-79.262","33.002","07-23-1992","1992","07","historic"
"1992293","GEORGIA","South","-81.052","31.592","07-29-1992","1992","07","historic"
"1992295","GEORGIA","South","-81.088","31.587","07-29-1992","1992","07","historic"
"1992297","GEORGIA","South","-81.08","31.467","07-29-1992","1992","07","historic"
"1992299","GEORGIA","South","-81.09","31.443","07-29-1992","1992","07","historic"
"1992301","GEORGIA","South","-81.143","31.39","07-29-1992","1992","07","historic"
"1992303","GEORGIA","South","-81.2","31.307","07-29-1992","1992","07","historic"
"1992305","GEORGIA","South","-81.235","31.215","07-29-1992","1992","07","historic"
"1992307","GEORGIA","South","-81.292","31.057","07-29-1992","1992","07","historic"
"1992309","GEORGIA","South","-81.307","30.932","07-29-1992","1992","07","historic"
"1992311","GEORGIA","South","-81.313","30.943","07-29-1992","1992","07","historic"
"1992313","GEORGIA","South","-81.312","30.902","07-29-1992","1992","07","historic"
"1992315","FLORIDA","South","-80.797","28.91","07-30-1992","1992","07","historic"
"1992317","FLORIDA","South","-80.807","28.922","07-30-1992","1992","07","historic"
"1992319","FLORIDA","South","-80.823","28.947","07-30-1992","1992","07","historic"
"1992321","FLORIDA","South","-80.863","29.01","07-30-1992","1992","07","historic"
"1992323","FLORIDA","South","-80.997","29.233","07-30-1992","1992","07","historic"
"1992325","FLORIDA","South","-81.068","29.38","07-30-1992","1992","07","historic"
"1992327","FLORIDA","South","-81.17","29.598","07-30-1992","1992","07","historic"
"1992329","FLORIDA","South","-81.237","29.76","07-31-1992","1992","07","historic"
"1992331","FLORIDA","South","-81.292","29.96","07-31-1992","1992","07","historic"
"1992333","FLORIDA","South","-81.382","30.33","07-31-1992","1992","07","historic"
"1992335","GEORGIA","South","-81.435","30.752","07-31-1992","1992","07","historic"
"1992337","GEORGIA","South","-81.417","30.753","07-31-1992","1992","07","historic"
"1992339","GEORGIA","South","-81.398","30.777","07-31-1992","1992","07","historic"
"1992341","GEORGIA","South","-80.895","31.845","08-01-1992","1992","08","historic"
"1992343","GEORGIA","South","-80.765","31.967","08-01-1992","1992","08","historic"
"1992345","SOUTH CAROLINA","South","-80.752","32.072","08-01-1992","1992","08","historic"
"1992347","SOUTH CAROLINA","South","-80.53","32.172","08-01-1992","1992","08","historic"
"1992349","SOUTH CAROLINA","South","-80.53","32.237","08-01-1992","1992","08","historic"
"1992351","SOUTH CAROLINA","South","-80.467","32.277","08-01-1992","1992","08","historic"
"1992353","SOUTH CAROLINA","South","-80.37","32.298","08-01-1992","1992","08","historic"
"1992355","SOUTH CAROLINA","South","-80.287","32.395","08-01-1992","1992","08","historic"
"1992357","SOUTH CAROLINA","South","-80.292","32.403","08-01-1992","1992","08","historic"
"1992359","SOUTH CAROLINA","South","-80.18","32.492","08-02-1992","1992","08","historic"
"1992361","SOUTH CAROLINA","South","-80.092","32.553","08-02-1992","1992","08","historic"
"1992363","SOUTH CAROLINA","South","-79.95","32.597","08-02-1992","1992","08","historic"
"1992365","SOUTH CAROLINA","South","-79.893","32.622","08-02-1992","1992","08","historic"
"1992367","SOUTH CAROLINA","South","-79.673","32.807","10-12-1992","1992","10","historic"
"1992369","SOUTH CAROLINA","South","-79.657","32.83","10-12-1992","1992","10","historic"
"1992371","SOUTH CAROLINA","South","-79.515","32.888","10-12-1992","1992","10","historic"
"1992373","SOUTH CAROLINA","South","-79.437","32.91","10-12-1992","1992","10","historic"
"1992375","SOUTH CAROLINA","South","-79.388","32.947","10-12-1992","1992","10","historic"
"1992377","SOUTH CAROLINA","South","-79.267","32.983","10-12-1992","1992","10","historic"
"1992379","SOUTH CAROLINA","South","-79.147","33.058","10-12-1992","1992","10","historic"
"1992381","ONSLOW BAY","North","-77.777","34.18","10-13-1992","1992","10","historic"
"1992389","ONSLOW BAY","North","-77.455","34.448","10-13-1992","1992","10","historic"
"1992391","ONSLOW BAY","North","-77.137","34.605","10-13-1992","1992","10","historic"
"1992393","RALEIGH BAY","North","-75.845","35.135","10-14-1992","1992","10","historic"
"1992397","RALEIGH BAY","North","-75.932","35.093","10-14-1992","1992","10","historic"
"1992401","RALEIGH BAY","North","-76.103","34.983","10-14-1992","1992","10","historic"
"1992403","RALEIGH BAY","North","-76.332","34.802","10-14-1992","1992","10","historic"
"1992409","ONSLOW BAY","North","-76.493","34.493","10-15-1992","1992","10","historic"
"1992413","ONSLOW BAY","North","-76.6","34.652","10-15-1992","1992","10","historic"
"1992421","ONSLOW BAY","North","-77.855","34.059","10-16-1992","1992","10","historic"
"1992423","ONSLOW BAY","North","-77.897","33.912","10-16-1992","1992","10","historic"
"1992425","ONSLOW BAY","North","-77.918","33.8","10-16-1992","1992","10","historic"
"1992427","ONSLOW BAY","North","-77.898","33.748","10-16-1992","1992","10","historic"
"1992429","ONSLOW BAY","North","-77.892","33.722","10-16-1992","1992","10","historic"
"1992435","SOUTH CAROLINA","South","-79.11","33.043","10-20-1992","1992","10","historic"
"1992437","SOUTH CAROLINA","South","-79.163","33.06","10-20-1992","1992","10","historic"
"1992439","SOUTH CAROLINA","South","-79.16","33.127","10-20-1992","1992","10","historic"
"1992441","SOUTH CAROLINA","South","-79.117","33.213","10-20-1992","1992","10","historic"
"1992443","LONG BAY","North","-79.122","33.302","10-20-1992","1992","10","historic"
"1992445","LONG BAY","North","-79.12","33.305","10-20-1992","1992","10","historic"
"1992447","LONG BAY","North","-79.12","33.325","10-20-1992","1992","10","historic"
"1992449","LONG BAY","North","-79.12","33.343","10-20-1992","1992","10","historic"
"1992451","LONG BAY","North","-79.107","33.353","10-20-1992","1992","10","historic"
"1992453","LONG BAY","North","-77.967","33.783","10-21-1992","1992","10","historic"
"1992457","LONG BAY","North","-78.19","33.895","10-21-1992","1992","10","historic"
"1992459","LONG BAY","North","-78.287","33.887","10-21-1992","1992","10","historic"
"1992461","LONG BAY","North","-78.33","33.887","10-21-1992","1992","10","historic"
"1992467","LONG BAY","North","-78.555","33.818","10-22-1992","1992","10","historic"
"1992469","LONG BAY","North","-78.615","33.8","10-22-1992","1992","10","historic"
"1992471","LONG BAY","North","-78.64","33.788","10-22-1992","1992","10","historic"
"1992473","LONG BAY","North","-78.683","33.79","10-22-1992","1992","10","historic"
"1992475","LONG BAY","North","-78.93","33.608","10-22-1992","1992","10","historic"
"1992477","LONG BAY","North","-79.098","33.417","10-22-1992","1992","10","historic"
"1992479","LONG BAY","North","-79.117","33.385","10-22-1992","1992","10","historic"
"1992481","SOUTH CAROLINA","South","-80.292","32.405","10-23-1992","1992","10","historic"
"1992483","SOUTH CAROLINA","South","-80.287","32.395","10-23-1992","1992","10","historic"
"1992485","SOUTH CAROLINA","South","-80.177","32.492","10-23-1992","1992","10","historic"
"1992487","SOUTH CAROLINA","South","-80.09","32.553","10-23-1992","1992","10","historic"
"1992489","SOUTH CAROLINA","South","-79.95","32.597","10-23-1992","1992","10","historic"
"1992491","SOUTH CAROLINA","South","-79.893","32.622","10-23-1992","1992","10","historic"
"1992493","GEORGIA","South","-81.053","31.592","10-27-1992","1992","10","historic"
"1992495","GEORGIA","South","-81.088","31.587","10-27-1992","1992","10","historic"
"1992497","GEORGIA","South","-81.08","31.465","10-27-1992","1992","10","historic"
"1992499","GEORGIA","South","-81.092","31.443","10-27-1992","1992","10","historic"
"1992501","GEORGIA","South","-81.143","31.388","10-27-1992","1992","10","historic"
"1992503","GEORGIA","South","-81.2","31.307","10-27-1992","1992","10","historic"
"1992505","GEORGIA","South","-81.233","31.215","10-27-1992","1992","10","historic"
"1992507","GEORGIA","South","-81.292","31.057","10-27-1992","1992","10","historic"
"1992509","GEORGIA","South","-81.305","30.947","10-27-1992","1992","10","historic"
"1992511","FLORIDA","South","-80.795","28.91","10-28-1992","1992","10","historic"
"1992513","FLORIDA","South","-80.807","28.922","10-28-1992","1992","10","historic"
"1992515","FLORIDA","South","-80.822","28.948","10-28-1992","1992","10","historic"
"1992517","FLORIDA","South","-80.863","29.01","10-28-1992","1992","10","historic"
"1992519","FLORIDA","South","-80.998","29.235","10-28-1992","1992","10","historic"
"1992521","FLORIDA","South","-81.068","29.38","10-28-1992","1992","10","historic"
"1992523","FLORIDA","South","-81.17","29.6","10-29-1992","1992","10","historic"
"1992525","FLORIDA","South","-81.238","29.76","10-29-1992","1992","10","historic"
"1992527","FLORIDA","South","-81.292","29.96","10-29-1992","1992","10","historic"
"1992529","FLORIDA","South","-81.382","30.332","10-29-1992","1992","10","historic"
"1992531","GEORGIA","South","-80.895","31.843","10-30-1992","1992","10","historic"
"1992533","GEORGIA","South","-80.765","31.967","10-30-1992","1992","10","historic"
"1992535","SOUTH CAROLINA","South","-80.763","32.063","10-30-1992","1992","10","historic"
"1992537","SOUTH CAROLINA","South","-80.53","32.173","10-30-1992","1992","10","historic"
"1992539","SOUTH CAROLINA","South","-80.53","32.237","10-30-1992","1992","10","historic"
"1992541","SOUTH CAROLINA","South","-80.465","32.277","10-30-1992","1992","10","historic"
"1992545","GEORGIA","South","-81.422","30.763","11-04-1992","1992","11","historic"
"1992547","GEORGIA","South","-81.417","30.753","11-04-1992","1992","11","historic"
"1992549","GEORGIA","South","-81.4","30.775","11-04-1992","1992","11","historic"
"1992551","GEORGIA","South","-81.312","30.883","11-04-1992","1992","11","historic"
"1992553","GEORGIA","South","-81.315","30.927","11-04-1992","1992","11","historic"
"1993001","SOUTH CAROLINA","South","-79.883","32.627","04-19-1993","1993","04","historic"
"1993003","SOUTH CAROLINA","South","-79.948","32.598","04-19-1993","1993","04","historic"
"1993009","SOUTH CAROLINA","South","-80.073","32.55","04-19-1993","1993","04","historic"
"1993013","SOUTH CAROLINA","South","-80.16","32.495","04-19-1993","1993","04","historic"
"1993015","SOUTH CAROLINA","South","-80.277","32.407","04-20-1993","1993","04","historic"
"1993017","SOUTH CAROLINA","South","-80.292","32.405","04-20-1993","1993","04","historic"
"1993027","GEORGIA","South","-80.75","31.968","04-21-1993","1993","04","historic"
"1993029","SOUTH CAROLINA","South","-80.752","32.072","04-21-1993","1993","04","historic"
"1993031","SOUTH CAROLINA","South","-80.53","32.172","04-21-1993","1993","04","historic"
"1993033","SOUTH CAROLINA","South","-80.532","32.237","04-21-1993","1993","04","historic"
"1993035","SOUTH CAROLINA","South","-80.467","32.277","04-21-1993","1993","04","historic"
"1993037","SOUTH CAROLINA","South","-79.647","32.838","04-28-1993","1993","04","historic"
"1993039","SOUTH CAROLINA","South","-79.665","32.817","04-28-1993","1993","04","historic"
"1993041","LONG BAY","North","-79.122","33.302","04-29-1993","1993","04","historic"
"1993043","LONG BAY","North","-79.12","33.307","04-29-1993","1993","04","historic"
"1993045","LONG BAY","North","-79.125","33.312","04-29-1993","1993","04","historic"
"1993047","LONG BAY","North","-79.12","33.343","04-29-1993","1993","04","historic"
"1993049","LONG BAY","North","-79.12","33.357","04-29-1993","1993","04","historic"
"1993051","LONG BAY","North","-79.12","33.372","04-29-1993","1993","04","historic"
"1993053","LONG BAY","North","-79.097","33.412","04-29-1993","1993","04","historic"
"1993055","LONG BAY","North","-78.922","33.617","04-29-1993","1993","04","historic"
"1993057","SOUTH CAROLINA","South","-79.137","33.22","04-30-1993","1993","04","historic"
"1993059","SOUTH CAROLINA","South","-79.15","33.135","04-30-1993","1993","04","historic"
"1993061","SOUTH CAROLINA","South","-79.163","33.06","04-30-1993","1993","04","historic"
"1993063","SOUTH CAROLINA","South","-79.515","32.888","05-03-1993","1993","05","historic"
"1993065","SOUTH CAROLINA","South","-79.438","32.91","05-03-1993","1993","05","historic"
"1993067","SOUTH CAROLINA","South","-79.388","32.947","05-03-1993","1993","05","historic"
"1993069","SOUTH CAROLINA","South","-79.268","32.983","05-03-1993","1993","05","historic"
"1993071","SOUTH CAROLINA","South","-79.147","33.058","05-03-1993","1993","05","historic"
"1993073","SOUTH CAROLINA","South","-79.11","33.043","05-03-1993","1993","05","historic"
"1993075","LONG BAY","North","-77.967","33.782","05-04-1993","1993","05","historic"
"1993077","ONSLOW BAY","North","-77.885","33.713","05-04-1993","1993","05","historic"
"1993079","ONSLOW BAY","North","-77.897","33.735","05-04-1993","1993","05","historic"
"1993081","ONSLOW BAY","North","-77.915","33.79","05-04-1993","1993","05","historic"
"1993083","ONSLOW BAY","North","-77.913","33.908","05-04-1993","1993","05","historic"
"1993085","ONSLOW BAY","North","-77.862","34.047","05-04-1993","1993","05","historic"
"1993087","ONSLOW BAY","North","-77.79","34.188","05-04-1993","1993","05","historic"
"1993089","ONSLOW BAY","North","-77.467","34.46","05-04-1993","1993","05","historic"
"1993091","RALEIGH BAY","North","-75.835","35.15","05-05-1993","1993","05","historic"
"1993093","RALEIGH BAY","North","-75.945","35.082","05-05-1993","1993","05","historic"
"1993095","RALEIGH BAY","North","-76.113","34.992","05-05-1993","1993","05","historic"
"1993097","RALEIGH BAY","North","-76.34","34.812","05-05-1993","1993","05","historic"
"1993099","ONSLOW BAY","North","-76.508","34.51","05-05-1993","1993","05","historic"
"1993101","ONSLOW BAY","North","-76.618","34.655","05-06-1993","1993","05","historic"
"1993103","ONSLOW BAY","North","-77.12","34.61","05-06-1993","1993","05","historic"
"1993105","LONG BAY","North","-78.192","33.895","05-07-1993","1993","05","historic"
"1993107","LONG BAY","North","-78.287","33.887","05-07-1993","1993","05","historic"
"1993109","LONG BAY","North","-78.328","33.887","05-07-1993","1993","05","historic"
"1993111","LONG BAY","North","-78.555","33.818","05-07-1993","1993","05","historic"
"1993113","LONG BAY","North","-78.615","33.802","05-07-1993","1993","05","historic"
"1993115","LONG BAY","North","-78.64","33.79","05-07-1993","1993","05","historic"
"1993117","LONG BAY","North","-78.683","33.79","05-07-1993","1993","05","historic"
"1993121","GEORGIA","South","-80.887","31.85","05-08-1993","1993","05","historic"
"1993131","GEORGIA","South","-81.052","31.59","05-08-1993","1993","05","historic"
"1993133","GEORGIA","South","-81.09","31.587","05-08-1993","1993","05","historic"
"1993135","GEORGIA","South","-81.08","31.467","05-08-1993","1993","05","historic"
"1993139","GEORGIA","South","-81.292","31.057","05-09-1993","1993","05","historic"
"1993145","GEORGIA","South","-81.307","30.932","05-09-1993","1993","05","historic"
"1993147","GEORGIA","South","-81.313","30.942","05-09-1993","1993","05","historic"
"1993149","GEORGIA","South","-81.315","30.9","05-09-1993","1993","05","historic"
"1993151","GEORGIA","South","-81.383","30.787","05-09-1993","1993","05","historic"
"1993153","GEORGIA","South","-81.408","30.765","05-09-1993","1993","05","historic"
"1993155","GEORGIA","South","-81.435","30.752","05-09-1993","1993","05","historic"
"1993157","FLORIDA","South","-81.177","29.608","05-10-1993","1993","05","historic"
"1993159","FLORIDA","South","-81.073","29.392","05-10-1993","1993","05","historic"
"1993165","FLORIDA","South","-81.002","29.245","05-10-1993","1993","05","historic"
"1993167","FLORIDA","South","-80.87","29.022","05-10-1993","1993","05","historic"
"1993169","FLORIDA","South","-80.828","28.96","05-10-1993","1993","05","historic"
"1993171","FLORIDA","South","-80.795","28.91","05-10-1993","1993","05","historic"
"1993173","FLORIDA","South","-80.807","28.923","05-10-1993","1993","05","historic"
"1993177","FLORIDA","South","-81.237","29.762","05-11-1993","1993","05","historic"
