"EVENTNAME","REGION","REGION2","x","y","DATE","YEAR","MONTH","period"
"2001211","SOUTH CAROLINA","South","-80.009","32.572","07-23-2001","2001","07","other"
"2001213","SOUTH CAROLINA","South","-80.292","32.408","07-23-2001","2001","07","other"
"2001215","SOUTH CAROLINA","South","-80.371","32.303","07-23-2001","2001","07","other"
"2001217","SOUTH CAROLINA","South","-80.447","32.282","07-23-2001","2001","07","other"
"2001219","SOUTH CAROLINA","South","-80.511","32.241","07-23-2001","2001","07","other"
"2001221","GEORGIA","South","-81.037","31.726","07-25-2001","2001","07","other"
"2001223","GEORGIA","South","-81.061","31.592","07-25-2001","2001","07","other"
"2001225","GEORGIA","South","-81.071","31.536","07-25-2001","2001","07","other"
"2001227","GEORGIA","South","-81.084","31.466","07-25-2001","2001","07","other"
"2001229","GEORGIA","South","-81.095","31.445","07-25-2001","2001","07","other"
"2001231","GEORGIA","South","-81.144","31.394","07-25-2001","2001","07","other"
"2001233","GEORGIA","South","-81.197","31.347","07-25-2001","2001","07","other"
"2001235","GEORGIA","South","-81.209","31.268","07-25-2001","2001","07","other"
"2001237","GEORGIA","South","-81.233","31.232","07-25-2001","2001","07","other"
"2001239","GEORGIA","South","-81.263","31.186","07-25-2001","2001","07","other"
"2001241","GEORGIA","South","-81.301","31.142","07-25-2001","2001","07","other"
"2001243","GEORGIA","South","-81.249","31.14","07-26-2001","2001","07","other"
"2001245","GEORGIA","South","-81.294","31.058","07-26-2001","2001","07","other"
"2001247","GEORGIA","South","-81.325","31.042","07-26-2001","2001","07","other"
"2001249","GEORGIA","South","-81.306","31.004","07-26-2001","2001","07","other"
"2001251","GEORGIA","South","-81.31","30.949","07-26-2001","2001","07","other"
"2001253","GEORGIA","South","-81.318","30.903","07-26-2001","2001","07","other"
"2001255","GEORGIA","South","-81.34","30.889","07-26-2001","2001","07","other"
"2001257","GEORGIA","South","-81.37","30.859","07-26-2001","2001","07","other"
"2001259","GEORGIA","South","-81.336","30.785","07-26-2001","2001","07","other"
"2001261","GEORGIA","South","-81.413","30.764","07-26-2001","2001","07","other"
"2001263","GEORGIA","South","-81.395","30.677","07-26-2001","2001","07","other"
"2001265","GEORGIA","South","-80.968","31.755","07-27-2001","2001","07","other"
"2001267","GEORGIA","South","-80.927","31.827","07-27-2001","2001","07","other"
"2001269","GEORGIA","South","-80.898","31.845","07-27-2001","2001","07","other"
"2001271","GEORGIA","South","-80.8","31.95","07-27-2001","2001","07","other"
"2001273","GEORGIA","South","-80.768","31.968","07-27-2001","2001","07","other"
"2001275","SOUTH CAROLINA","South","-80.535","32.19","07-27-2001","2001","07","other"
"2001277","LONG BAY","North","-78.216","33.9","07-31-2001","2001","07","other"
"2001279","LONG BAY","North","-78.059","33.856","07-31-2001","2001","07","other"
"2001281","LONG BAY","North","-77.993","33.824","07-31-2001","2001","07","other"
"2001283","LONG BAY","North","-77.979","33.785","07-31-2001","2001","07","other"
"2001285","ONSLOW BAY","North","-77.891","33.714","07-31-2001","2001","07","other"
"2001287","ONSLOW BAY","North","-77.919","33.791","07-31-2001","2001","07","other"
"2001289","ONSLOW BAY","North","-77.933","33.852","07-31-2001","2001","07","other"
"2001291","ONSLOW BAY","North","-77.923","33.911","07-31-2001","2001","07","other"
"2001293","ONSLOW BAY","North","-77.049","34.651","08-01-2001","2001","08","other"
"2001295","ONSLOW BAY","North","-77.019","34.659","08-01-2001","2001","08","other"
"2001297","ONSLOW BAY","North","-76.808","34.687","08-01-2001","2001","08","other"
"2001299","ONSLOW BAY","North","-76.555","34.64","08-01-2001","2001","08","other"
"2001301","ONSLOW BAY","North","-76.619","34.666","08-01-2001","2001","08","other"
"2001303","RALEIGH BAY","North","-75.596","35.227","08-02-2001","2001","08","other"
"2001305","RALEIGH BAY","North","-75.673","35.206","08-02-2001","2001","08","other"
"2001307","RALEIGH BAY","North","-75.792","35.168","08-02-2001","2001","08","other"
"2001309","RALEIGH BAY","North","-75.84","35.15","08-02-2001","2001","08","other"
"2001311","RALEIGH BAY","North","-75.945","35.102","08-02-2001","2001","08","other"
"2001313","RALEIGH BAY","North","-76.03","35.034","08-02-2001","2001","08","other"
"2001315","RALEIGH BAY","North","-76.122","34.993","08-02-2001","2001","08","other"
"2001317","RALEIGH BAY","North","-76.284","34.865","08-02-2001","2001","08","other"
"2001319","RALEIGH BAY","North","-76.346","34.813","08-02-2001","2001","08","other"
"2001321","ONSLOW BAY","North","-77.133","34.623","08-03-2001","2001","08","other"
"2001323","ONSLOW BAY","North","-77.311","34.534","08-03-2001","2001","08","other"
"2001325","ONSLOW BAY","North","-77.394","34.497","08-03-2001","2001","08","other"
"2001327","ONSLOW BAY","North","-77.489","34.453","08-03-2001","2001","08","other"
"2001329","ONSLOW BAY","North","-77.557","34.412","08-03-2001","2001","08","other"
"2001331","ONSLOW BAY","North","-77.73","34.268","08-03-2001","2001","08","other"
"2001333","ONSLOW BAY","North","-77.797","34.19","08-03-2001","2001","08","other"
"2001335","ONSLOW BAY","North","-77.853","34.105","08-03-2001","2001","08","other"
"2001337","ONSLOW BAY","North","-77.86","34.047","08-03-2001","2001","08","other"
"2001339","LONG BAY","North","-78.567","33.833","08-04-2001","2001","08","other"
"2001341","LONG BAY","North","-78.622","33.807","08-04-2001","2001","08","other"
"2001343","LONG BAY","North","-78.616","33.79","08-04-2001","2001","08","other"
"2001345","LONG BAY","North","-78.692","33.796","08-04-2001","2001","08","other"
"2001347","LONG BAY","North","-78.931","33.623","08-04-2001","2001","08","other"
"2001349","LONG BAY","North","-79","33.466","08-04-2001","2001","08","other"
"2001351","LONG BAY","North","-79.052","33.47","08-04-2001","2001","08","other"
"2001353","LONG BAY","North","-79.127","33.328","08-04-2001","2001","08","other"
"2001355","SOUTH CAROLINA","South","-79.156","33.139","08-04-2001","2001","08","other"
"2001357","SOUTH CAROLINA","South","-79.105","33.052","08-05-2001","2001","08","other"
"2001359","SOUTH CAROLINA","South","-79.161","33.071","08-05-2001","2001","08","other"
"2001361","SOUTH CAROLINA","South","-79.269","33.058","08-05-2001","2001","08","other"
"2001363","SOUTH CAROLINA","South","-79.462","32.914","08-05-2001","2001","08","other"
"2001365","SOUTH CAROLINA","South","-79.579","32.842","08-05-2001","2001","08","other"
"2001367","SOUTH CAROLINA","South","-79.652","32.842","08-05-2001","2001","08","other"
"2001369","SOUTH CAROLINA","South","-79.653","32.802","08-05-2001","2001","08","other"
"2001371","SOUTH CAROLINA","South","-79.768","32.707","08-05-2001","2001","08","other"
"2001373","FLORIDA","South","-81.386","30.323","08-14-2001","2001","08","other"
"2001375","FLORIDA","South","-81.383","30.294","08-14-2001","2001","08","other"
"2001377","FLORIDA","South","-81.345","30.149","08-14-2001","2001","08","other"
"2001379","FLORIDA","South","-80.708","28.762","08-15-2001","2001","08","other"
"2001381","FLORIDA","South","-80.766","28.852","08-15-2001","2001","08","other"
"2001383","FLORIDA","South","-80.803","28.91","08-15-2001","2001","08","other"
"2001385","FLORIDA","South","-80.813","28.924","08-15-2001","2001","08","other"
"2001387","FLORIDA","South","-80.87","29.011","08-15-2001","2001","08","other"
"2001389","FLORIDA","South","-80.947","29.129","08-15-2001","2001","08","other"
"2001391","FLORIDA","South","-80.932","29.107","08-15-2001","2001","08","other"
"2001393","FLORIDA","South","-81.004","29.233","08-15-2001","2001","08","other"
"2001395","FLORIDA","South","-81.074","29.381","08-15-2001","2001","08","other"
"2001397","FLORIDA","South","-81.105","29.445","08-15-2001","2001","08","other"
"2001399","FLORIDA","South","-81.176","29.599","08-16-2001","2001","08","other"
"2001401","FLORIDA","South","-81.209","29.678","08-16-2001","2001","08","other"
"2001403","FLORIDA","South","-81.242","29.763","08-16-2001","2001","08","other"
"2001405","FLORIDA","South","-81.256","29.821","08-16-2001","2001","08","other"
"2001407","FLORIDA","South","-81.297","29.962","08-16-2001","2001","08","other"
"2001409","ONSLOW BAY","North","-77.859","34.091","10-02-2001","2001","10","other"
"2001411","ONSLOW BAY","North","-77.796","34.191","10-02-2001","2001","10","other"
"2001413","ONSLOW BAY","North","-77.744","34.254","10-02-2001","2001","10","other"
"2001415","ONSLOW BAY","North","-77.557","34.412","10-02-2001","2001","10","other"
"2001417","ONSLOW BAY","North","-77.488","34.452","10-02-2001","2001","10","other"
"2001419","ONSLOW BAY","North","-77.398","34.496","10-02-2001","2001","10","other"
"2001421","ONSLOW BAY","North","-77.311","34.534","10-02-2001","2001","10","other"
"2001423","RALEIGH BAY","North","-75.598","35.227","10-03-2001","2001","10","other"
"2001425","RALEIGH BAY","North","-75.671","35.207","10-03-2001","2001","10","other"
"2001427","RALEIGH BAY","North","-75.79","35.168","10-03-2001","2001","10","other"
"2001429","RALEIGH BAY","North","-75.85","35.147","10-03-2001","2001","10","other"
"2001431","RALEIGH BAY","North","-75.946","35.102","10-03-2001","2001","10","other"
"2001433","RALEIGH BAY","North","-76.031","35.034","10-03-2001","2001","10","other"
"2001435","RALEIGH BAY","North","-76.12","34.994","10-03-2001","2001","10","other"
"2001437","RALEIGH BAY","North","-76.283","34.866","10-04-2001","2001","10","other"
"2001439","RALEIGH BAY","North","-76.345","34.813","10-04-2001","2001","10","other"
"2001441","ONSLOW BAY","North","-76.556","34.64","10-04-2001","2001","10","other"
"2001443","ONSLOW BAY","North","-76.618","34.667","10-04-2001","2001","10","other"
"2001445","ONSLOW BAY","North","-76.789","34.69","10-04-2001","2001","10","other"
"2001447","SOUTH CAROLINA","South","-79.121","33.218","10-15-2001","2001","10","other"
"2001449","LONG BAY","North","-79.127","33.31","10-15-2001","2001","10","other"
"2001451","LONG BAY","North","-79.126","33.349","10-15-2001","2001","10","other"
"2001453","LONG BAY","North","-79.067","33.486","10-15-2001","2001","10","other"
"2001455","LONG BAY","North","-78.997","33.542","10-15-2001","2001","10","other"
"2001457","LONG BAY","North","-78.762","33.717","10-15-2001","2001","10","other"
"2001459","ONSLOW BAY","North","-77.002","34.662","10-16-2001","2001","10","other"
"2001461","ONSLOW BAY","North","-77.032","34.655","10-16-2001","2001","10","other"
"2001463","ONSLOW BAY","North","-77.134","34.623","10-16-2001","2001","10","other"
"2001465","ONSLOW BAY","North","-77.861","34.046","10-16-2001","2001","10","other"
"2001467","ONSLOW BAY","North","-77.925","33.911","10-17-2001","2001","10","other"
"2001469","ONSLOW BAY","North","-77.925","33.87","10-17-2001","2001","10","other"
"2001471","ONSLOW BAY","North","-77.928","33.803","10-17-2001","2001","10","other"
"2001473","ONSLOW BAY","North","-77.909","33.749","10-17-2001","2001","10","other"
"2001475","LONG BAY","North","-77.972","33.774","10-17-2001","2001","10","other"
"2001477","LONG BAY","North","-78.054","33.859","10-17-2001","2001","10","other"
"2001479","LONG BAY","North","-78.202","33.9","10-17-2001","2001","10","other"
"2001481","LONG BAY","North","-78.294","33.893","10-17-2001","2001","10","other"
"2001483","LONG BAY","North","-78.568","33.833","10-18-2001","2001","10","other"
"2001485","LONG BAY","North","-78.62","33.807","10-18-2001","2001","10","other"
"2001487","LONG BAY","North","-78.647","33.796","10-18-2001","2001","10","other"
"2001489","SOUTH CAROLINA","South","-79.156","33.138","10-18-2001","2001","10","other"
"2001491","SOUTH CAROLINA","South","-79.165","33.069","10-18-2001","2001","10","other"
"2001493","SOUTH CAROLINA","South","-79.384","32.956","10-19-2001","2001","10","other"
"2001495","SOUTH CAROLINA","South","-79.461","32.914","10-19-2001","2001","10","other"
"2001497","SOUTH CAROLINA","South","-79.577","32.842","10-19-2001","2001","10","other"
"2001499","SOUTH CAROLINA","South","-79.652","32.842","10-19-2001","2001","10","other"
"2001501","SOUTH CAROLINA","South","-79.652","32.801","10-19-2001","2001","10","other"
"2001503","SOUTH CAROLINA","South","-79.768","32.708","10-19-2001","2001","10","other"
"2001505","GEORGIA","South","-81.396","30.678","10-23-2001","2001","10","other"
"2001507","FLORIDA","South","-81.384","30.347","10-23-2001","2001","10","other"
"2001509","FLORIDA","South","-81.383","30.294","10-23-2001","2001","10","other"
"2001511","FLORIDA","South","-81.345","30.148","10-23-2001","2001","10","other"
"2001513","FLORIDA","South","-81.301","29.97","10-23-2001","2001","10","other"
"2001515","FLORIDA","South","-81.253","29.837","10-23-2001","2001","10","other"
"2001517","FLORIDA","South","-81.245","29.775","10-23-2001","2001","10","other"
"2001519","FLORIDA","South","-80.707","28.763","10-24-2001","2001","10","other"
"2001521","FLORIDA","South","-80.765","28.85","10-24-2001","2001","10","other"
"2001523","FLORIDA","South","-80.802","28.91","10-24-2001","2001","10","other"
"2001525","FLORIDA","South","-80.813","28.924","10-24-2001","2001","10","other"
"2001527","FLORIDA","South","-80.87","29.011","10-24-2001","2001","10","other"
"2001529","FLORIDA","South","-80.93","29.105","10-24-2001","2001","10","other"
"2001531","FLORIDA","South","-80.954","29.141","10-24-2001","2001","10","other"
"2001533","FLORIDA","South","-81.004","29.233","10-24-2001","2001","10","other"
"2001535","FLORIDA","South","-81.061","29.354","10-24-2001","2001","10","other"
"2001537","FLORIDA","South","-81.104","29.444","10-25-2001","2001","10","other"
"2001539","FLORIDA","South","-81.176","29.599","10-25-2001","2001","10","other"
"2001541","FLORIDA","South","-81.209","29.678","10-25-2001","2001","10","other"
"2001543","SOUTH CAROLINA","South","-80.47","32.278","10-26-2001","2001","10","other"
"2001545","SOUTH CAROLINA","South","-80.292","32.397","10-26-2001","2001","10","other"
"2001547","SOUTH CAROLINA","South","-80.031","32.572","10-26-2001","2001","10","other"
"2001549","SOUTH CAROLINA","South","-79.949","32.586","10-26-2001","2001","10","other"
"2001553","SOUTH CAROLINA","South","-79.898","32.624","10-26-2001","2001","10","other"
"2001555","SOUTH CAROLINA","South","-80.528","32.163","10-30-2001","2001","10","other"
"2001557","SOUTH CAROLINA","South","-80.649","32.078","10-30-2001","2001","10","other"
"2001559","SOUTH CAROLINA","South","-80.757","32.073","10-30-2001","2001","10","other"
"2001561","GEORGIA","South","-80.757","31.97","10-30-2001","2001","10","other"
"2001563","GEORGIA","South","-80.783","31.96","10-30-2001","2001","10","other"
"2001565","GEORGIA","South","-80.892","31.852","10-30-2001","2001","10","other"
"2001567","GEORGIA","South","-81.439","30.754","10-31-2001","2001","10","other"
"2001569","GEORGIA","South","-81.335","30.784","10-31-2001","2001","10","other"
"2001571","GEORGIA","South","-80.921","31.843","11-07-2001","2001","11","other"
"2001573","GEORGIA","South","-80.957","31.769","11-07-2001","2001","11","other"
"2001575","GEORGIA","South","-81.038","31.726","11-07-2001","2001","11","other"
"2001577","GEORGIA","South","-81.061","31.591","11-07-2001","2001","11","other"
"2001579","GEORGIA","South","-81.07","31.536","11-07-2001","2001","11","other"
"2001581","GEORGIA","South","-81.085","31.465","11-07-2001","2001","11","other"
"2001583","GEORGIA","South","-81.096","31.443","11-07-2001","2001","11","other"
"2001585","GEORGIA","South","-81.148","31.39","11-07-2001","2001","11","other"
"2001587","GEORGIA","South","-81.196","31.339","11-07-2001","2001","11","other"
"2001589","GEORGIA","South","-81.377","30.845","11-08-2001","2001","11","other"
"2001591","GEORGIA","South","-81.346","30.874","11-08-2001","2001","11","other"
"2001593","GEORGIA","South","-81.316","30.882","11-08-2001","2001","11","other"
"2001595","GEORGIA","South","-81.309","30.933","11-08-2001","2001","11","other"
"2001597","GEORGIA","South","-81.318","30.991","11-08-2001","2001","11","other"
"2001599","GEORGIA","South","-81.327","31.027","11-08-2001","2001","11","other"
"2001601","GEORGIA","South","-81.303","31.042","11-08-2001","2001","11","other"
"2001603","GEORGIA","South","-81.299","31.143","11-08-2001","2001","11","other"
"2001605","GEORGIA","South","-81.278","31.18","11-08-2001","2001","11","other"
"2001607","GEORGIA","South","-81.239","31.217","11-08-2001","2001","11","other"
"2001609","GEORGIA","South","-81.208","31.252","11-08-2001","2001","11","other"
"2001611","GEORGIA","South","-81.202","31.294","11-09-2001","2001","11","other"
"2002001","SOUTH CAROLINA","South","-79.886","32.632","04-10-2002","2002","04","other"
"2002003","SOUTH CAROLINA","South","-79.944","32.609","04-10-2002","2002","04","other"
"2002005","SOUTH CAROLINA","South","-79.94","32.596","04-10-2002","2002","04","other"
"2002007","SOUTH CAROLINA","South","-80.009","32.571","04-10-2002","2002","04","other"
"2002009","GEORGIA","South","-81.021","31.717","04-11-2002","2002","04","other"
"2002011","GEORGIA","South","-80.953","31.797","04-11-2002","2002","04","other"
"2002013","GEORGIA","South","-80.957","31.768","04-11-2002","2002","04","other"
"2002015","GEORGIA","South","-80.926","31.828","04-11-2002","2002","04","other"
"2002017","ONSLOW BAY","North","-77.896","33.713","04-16-2002","2002","04","other"
"2002019","ONSLOW BAY","North","-77.924","33.792","04-16-2002","2002","04","other"
"2002021","ONSLOW BAY","North","-77.934","33.852","04-16-2002","2002","04","other"
"2002023","ONSLOW BAY","North","-77.924","33.911","04-16-2002","2002","04","other"
"2002025","ONSLOW BAY","North","-77.906","33.969","04-16-2002","2002","04","other"
"2002027","ONSLOW BAY","North","-77.868","34.039","04-16-2002","2002","04","other"
"2002029","ONSLOW BAY","North","-77.795","34.192","04-16-2002","2002","04","other"
"2002031","ONSLOW BAY","North","-77.743","34.255","04-16-2002","2002","04","other"
"2002033","RALEIGH BAY","North","-75.594","35.228","04-17-2002","2002","04","other"
"2002035","RALEIGH BAY","North","-75.67","35.207","04-17-2002","2002","04","other"
"2002037","RALEIGH BAY","North","-75.788","35.169","04-17-2002","2002","04","other"
"2002039","RALEIGH BAY","North","-75.839","35.151","04-17-2002","2002","04","other"
"2002041","RALEIGH BAY","North","-75.946","35.101","04-17-2002","2002","04","other"
"2002043","RALEIGH BAY","North","-76.031","35.034","04-17-2002","2002","04","other"
"2002045","RALEIGH BAY","North","-76.121","34.994","04-17-2002","2002","04","other"
"2002047","RALEIGH BAY","North","-76.282","34.866","04-18-2002","2002","04","other"
"2002049","RALEIGH BAY","North","-76.344","34.814","04-18-2002","2002","04","other"
"2002051","ONSLOW BAY","North","-76.555","34.641","04-18-2002","2002","04","other"
"2002053","ONSLOW BAY","North","-76.62","34.667","04-18-2002","2002","04","other"
"2002055","ONSLOW BAY","North","-76.789","34.689","04-18-2002","2002","04","other"
"2002057","ONSLOW BAY","North","-77.002","34.662","04-18-2002","2002","04","other"
"2002059","LONG BAY","North","-77.971","33.773","04-19-2002","2002","04","other"
"2002061","LONG BAY","North","-77.988","33.815","04-19-2002","2002","04","other"
"2002063","LONG BAY","North","-78.054","33.86","04-19-2002","2002","04","other"
"2002065","LONG BAY","North","-78.294","33.893","04-19-2002","2002","04","other"
"2002067","GEORGIA","South","-81.061","31.592","04-24-2002","2002","04","other"
"2002069","GEORGIA","South","-81.076","31.573","04-24-2002","2002","04","other"
"2002071","GEORGIA","South","-81.069","31.536","04-24-2002","2002","04","other"
"2002073","GEORGIA","South","-81.083","31.467","04-24-2002","2002","04","other"
"2002075","GEORGIA","South","-81.095","31.444","04-24-2002","2002","04","other"
"2002077","GEORGIA","South","-81.148","31.39","04-24-2002","2002","04","other"
"2002079","GEORGIA","South","-81.196","31.339","04-24-2002","2002","04","other"
"2002081","GEORGIA","South","-81.206","31.308","04-24-2002","2002","04","other"
"2002083","GEORGIA","South","-81.21","31.265","04-24-2002","2002","04","other"
"2002085","GEORGIA","South","-81.234","31.227","04-24-2002","2002","04","other"
"2002087","GEORGIA","South","-81.298","31.144","04-24-2002","2002","04","other"
"2002089","GEORGIA","South","-81.25","31.14","04-24-2002","2002","04","other"
"2002091","GEORGIA","South","-81.295","31.056","04-25-2002","2002","04","other"
"2002093","GEORGIA","South","-81.326","31.04","04-25-2002","2002","04","other"
"2002095","GEORGIA","South","-81.305","31.005","04-25-2002","2002","04","other"
"2002097","GEORGIA","South","-81.309","30.947","04-25-2002","2002","04","other"
"2002099","GEORGIA","South","-81.317","30.899","04-25-2002","2002","04","other"
"2002101","GEORGIA","South","-81.341","30.886","04-25-2002","2002","04","other"
"2002103","GEORGIA","South","-81.37","30.858","04-25-2002","2002","04","other"
"2002105","GEORGIA","South","-81.389","30.787","04-25-2002","2002","04","other"
"2002107","GEORGIA","South","-81.427","30.762","04-25-2002","2002","04","other"
"2002109","GEORGIA","South","-81.394","30.676","04-25-2002","2002","04","other"
"2002111","FLORIDA","South","-80.707","28.762","04-26-2002","2002","04","other"
"2002113","FLORIDA","South","-80.764","28.849","04-26-2002","2002","04","other"
"2002115","FLORIDA","South","-80.801","28.908","04-26-2002","2002","04","other"
"2002117","FLORIDA","South","-80.829","28.948","04-26-2002","2002","04","other"
"2002119","FLORIDA","South","-80.869","29.009","04-26-2002","2002","04","other"
"2002121","FLORIDA","South","-80.93","29.105","04-26-2002","2002","04","other"
"2002123","FLORIDA","South","-81.003","29.233","04-26-2002","2002","04","other"
"2002125","FLORIDA","South","-81.063","29.356","04-27-2002","2002","04","other"
"2002127","FLORIDA","South","-81.074","29.38","04-27-2002","2002","04","other"
"2002129","FLORIDA","South","-81.103","29.443","04-27-2002","2002","04","other"
"2002131","FLORIDA","South","-81.176","29.598","04-27-2002","2002","04","other"
"2002133","FLORIDA","South","-81.208","29.679","04-27-2002","2002","04","other"
"2002135","FLORIDA","South","-81.243","29.765","04-27-2002","2002","04","other"
"2002137","FLORIDA","South","-81.257","29.822","04-27-2002","2002","04","other"
"2002139","FLORIDA","South","-81.297","29.961","04-27-2002","2002","04","other"
"2002141","FLORIDA","South","-81.342","30.136","04-27-2002","2002","04","other"
"2002143","FLORIDA","South","-81.381","30.278","04-28-2002","2002","04","other"
"2002145","FLORIDA","South","-81.386","30.323","04-28-2002","2002","04","other"
"2002147","GEORGIA","South","-80.89","31.852","04-29-2002","2002","04","other"
"2002149","GEORGIA","South","-80.802","31.948","04-29-2002","2002","04","other"
"2002151","GEORGIA","South","-80.768","31.968","04-29-2002","2002","04","other"
"2002153","SOUTH CAROLINA","South","-80.765","32.067","04-29-2002","2002","04","other"
"2002155","SOUTH CAROLINA","South","-80.535","32.175","04-29-2002","2002","04","other"
"2002157","SOUTH CAROLINA","South","-80.47","32.277","04-29-2002","2002","04","other"
"2002159","SOUTH CAROLINA","South","-80.375","32.302","04-30-2002","2002","04","other"
"2002161","SOUTH CAROLINA","South","-80.297","32.408","04-30-2002","2002","04","other"
"2002163","ONSLOW BAY","North","-77.557","34.413","05-07-2002","2002","05","other"
"2002165","ONSLOW BAY","North","-77.489","34.452","05-07-2002","2002","05","other"
"2002167","ONSLOW BAY","North","-77.395","34.498","05-07-2002","2002","05","other"
"2002169","ONSLOW BAY","North","-77.314","34.532","05-07-2002","2002","05","other"
"2002171","ONSLOW BAY","North","-77.153","34.617","05-07-2002","2002","05","other"
"2002173","LONG BAY","North","-78.615","33.79","05-08-2002","2002","05","other"
"2002175","LONG BAY","North","-78.647","33.797","05-08-2002","2002","05","other"
"2002177","LONG BAY","North","-78.69","33.795","05-08-2002","2002","05","other"
"2002179","LONG BAY","North","-78.932","33.621","05-08-2002","2002","05","other"
"2002181","LONG BAY","North","-78.999","33.541","05-08-2002","2002","05","other"
"2002183","LONG BAY","North","-79.123","33.391","05-08-2002","2002","05","other"
"2002185","LONG BAY","North","-79.127","33.349","05-08-2002","2002","05","other"
"2002187","SOUTH CAROLINA","South","-79.144","33.224","05-09-2002","2002","05","other"
"2002189","SOUTH CAROLINA","South","-79.106","33.051","05-09-2002","2002","05","other"
"2002191","SOUTH CAROLINA","South","-79.267","33.058","05-09-2002","2002","05","other"
"2002193","SOUTH CAROLINA","South","-79.384","32.956","05-09-2002","2002","05","other"
"2002195","SOUTH CAROLINA","South","-79.463","32.916","05-09-2002","2002","05","other"
"2002197","SOUTH CAROLINA","South","-79.582","32.843","05-09-2002","2002","05","other"
"2002199","SOUTH CAROLINA","South","-79.654","32.842","05-09-2002","2002","05","other"
"2002201","SOUTH CAROLINA","South","-79.654","32.801","05-09-2002","2002","05","other"
"2002203","SOUTH CAROLINA","South","-79.765","32.708","05-09-2002","2002","05","other"
"2002205","ONSLOW BAY","North","-77.925","33.788","07-16-2002","2002","07","other"
"2002207","ONSLOW BAY","North","-77.932","33.852","07-16-2002","2002","07","other"
"2002209","ONSLOW BAY","North","-77.925","33.911","07-16-2002","2002","07","other"
"2002211","ONSLOW BAY","North","-77.9","33.983","07-16-2002","2002","07","other"
"2002213","ONSLOW BAY","North","-77.871","34.036","07-16-2002","2002","07","other"
"2002215","ONSLOW BAY","North","-77.855","34.09","07-16-2002","2002","07","other"
"2002217","ONSLOW BAY","North","-77.744","34.255","07-16-2002","2002","07","other"
"2002219","ONSLOW BAY","North","-76.617","34.666","07-17-2002","2002","07","other"
"2002221","ONSLOW BAY","North","-76.556","34.641","07-17-2002","2002","07","other"
"2002223","ONSLOW BAY","North","-76.79","34.69","07-17-2002","2002","07","other"
"2002225","ONSLOW BAY","North","-77","34.663","07-17-2002","2002","07","other"
"2002227","ONSLOW BAY","North","-77.903","33.723","07-18-2002","2002","07","other"
"2002229","LONG BAY","North","-77.971","33.772","07-18-2002","2002","07","other"
"2002231","LONG BAY","North","-78.058","33.855","07-18-2002","2002","07","other"
"2002233","LONG BAY","North","-78.202","33.9","07-18-2002","2002","07","other"
"2002235","LONG BAY","North","-78.295","33.893","07-18-2002","2002","07","other"
"2002237","LONG BAY","North","-78.568","33.834","07-18-2002","2002","07","other"
"2002239","LONG BAY","North","-78.616","33.79","07-18-2002","2002","07","other"
"2002241","LONG BAY","North","-78.653","33.8","07-18-2002","2002","07","other"
"2002243","LONG BAY","North","-79.051","33.47","07-19-2002","2002","07","other"
"2002245","LONG BAY","North","-79.124","33.39","07-19-2002","2002","07","other"
"2002247","LONG BAY","North","-79.127","33.349","07-19-2002","2002","07","other"
"2002249","LONG BAY","North","-79.13","33.306","07-19-2002","2002","07","other"
"2002251","SOUTH CAROLINA","South","-79.161","33.07","07-19-2002","2002","07","other"
"2002253","SOUTH CAROLINA","South","-79.251","33.083","07-19-2002","2002","07","other"
"2002255","SOUTH CAROLINA","South","-79.271","32.995","07-19-2002","2002","07","other"
"2002257","SOUTH CAROLINA","South","-79.385","32.956","07-19-2002","2002","07","other"
"2002259","SOUTH CAROLINA","South","-79.513","32.904","07-19-2002","2002","07","other"
"2002261","GEORGIA","South","-80.89","31.853","07-23-2002","2002","07","other"
"2002263","GEORGIA","South","-80.921","31.844","07-23-2002","2002","07","other"
"2002265","GEORGIA","South","-80.958","31.792","07-23-2002","2002","07","other"
"2002267","GEORGIA","South","-80.956","31.769","07-23-2002","2002","07","other"
"2002269","GEORGIA","South","-81.036","31.726","07-23-2002","2002","07","other"
"2002271","GEORGIA","South","-81.061","31.592","07-23-2002","2002","07","other"
"2002273","GEORGIA","South","-81.093","31.586","07-23-2002","2002","07","other"
"2002275","GEORGIA","South","-81.071","31.535","07-23-2002","2002","07","other"
"2002277","GEORGIA","South","-81.084","31.467","07-23-2002","2002","07","other"
"2002279","GEORGIA","South","-81.095","31.445","07-23-2002","2002","07","other"
"2002281","GEORGIA","South","-81.148","31.389","07-24-2002","2002","07","other"
"2002283","GEORGIA","South","-81.196","31.34","07-24-2002","2002","07","other"
"2002285","GEORGIA","South","-81.206","31.308","07-24-2002","2002","07","other"
"2002287","GEORGIA","South","-81.234","31.228","07-24-2002","2002","07","other"
"2002289","GEORGIA","South","-81.262","31.185","07-24-2002","2002","07","other"
"2002291","GEORGIA","South","-81.3","31.143","07-24-2002","2002","07","other"
"2002293","GEORGIA","South","-81.249","31.14","07-24-2002","2002","07","other"
"2002295","GEORGIA","South","-81.295","31.058","07-24-2002","2002","07","other"
"2002297","GEORGIA","South","-81.325","31.042","07-24-2002","2002","07","other"
"2002299","GEORGIA","South","-81.308","31.003","07-24-2002","2002","07","other"
"2002301","GEORGIA","South","-81.318","30.945","07-25-2002","2002","07","other"
"2002303","GEORGIA","South","-81.318","30.902","07-25-2002","2002","07","other"
"2002305","GEORGIA","South","-81.342","30.888","07-25-2002","2002","07","other"
